(2,34,B)
(2,35,B)
(2,36,B)
(2,37,B)
(2,38,K)
(2,39,B)
(2,40,B)
(2,41,K)
(2,42,B)
(2,43,B)
(2,44,B)
(2,45,B)
(2,46,K)
(2,47,B)
(2,48,B)
(2,49,K)
(3,0,B)
(3,1,K)
(3,2,B)
(3,3,B)
(3,4,K)
(3,5,B)
(3,6,B)
(3,7,B)
(3,8,B)
(3,9,K)
(3,10,B)
(3,11,B)
(3,12,B)
(3,13,K)
(3,14,B)
(3,15,B)
(3,16,B)
(3,17,B)
(3,18,B)
(3,19,K)
(3,20,B)
(3,21,B)
(3,22,B)
(3,23,B)
(3,24,K)
(3,25,B)
(3,26,B)
(3,27,K)
(3,28,B)
(3,29,B)
(3,30,B)
(3,31,B)
(3,32,B)
(3,33,B)
(3,34,B)
(3,35,B)
(3,36,B)
(3,37,K)
(3,38,B)
(3,39,K)
(3,40,K)
(3,41,B)
(3,42,B)
(3,43,B)
(3,44,B)
(3,45,B)
(3,46,B)
(3,47,K)
(3,48,B)
(3,49,B)
(4,0,B)
(4,1,K)
(4,2,B)
(4,3,K)
(4,4,B)
(4,5,B)
(4,6,K)
(4,7,K)
(4,8,K)
(4,9,K)
(4,10,B)
(4,11,B)
(4,12,K)
(4,13,K)
(4,14,B)
(4,15,B)
(4,16,B)
(4,17,B)
(4,18,B)
(4,19,B)
(4,20,B)
(4,21,B)
(4,22,K)
(4,23,B)
(4,24,B)
(4,25,K)
(4,26,B)
(4,27,B)
(4,28,K)
(4,29,K)
(4,30,B)
(4,31,K)
(4,32,B)
(4,33,B)
(4,34,B)
(4,35,B)
(4,36,B)
(4,37,B)
(4,38,B)
(4,39,B)
(4,40,K)
(4,41,K)
(4,42,B)
(4,43,B)
(4,44,B)
(4,45,K)
(4,46,K)
(4,47,B)
(4,48,B)
(4,49,K)
(5,0,B)
(5,1,B)
(5,2,B)
(5,3,B)
(5,4,B)
(5,5,K)
(5,6,B)
(5,7,B)
(5,8,B)
(5,9,B)
(5,10,K)
(5,11,B)
(5,12,B)
(5,13,B)
(5,14,B)
(5,15,K)
(5,16,B)
(5,17,B)
(5,18,B)
(5,19,K)
(5,20,K)
(5,21,K)
(5,22,K)
(5,23,B)
(5,24,B)
(5,25,B)
(5,26,K)
(5,27,B)
(5,28,B)
(5,29,K)
(5,30,B)
(5,31,B)
(5,32,K)
(5,33,B)
(5,34,K)
(5,35,K)
(5,36,B)
(5,37,B)
(5,38,B)
(5,39,B)
(5,40,B)
(5,41,B)
(5,42,K)
(5,43,B)
(5,44,K)
(5,45,K)
(5,46,B)
(5,47,B)
(5,48,B)
(5,49,B)
(6,0,K)
(6,1,K)
(6,2,B)
(6,3,B)
(6,4,K)
(6,5,K)
(6,6,K)
(6,7,B)
(6,8,K)
(6,9,B)
(6,10,B)
(6,11,B)
(6,12,B)
(6,13,K)
(6,14,K)
(6,15,K)
(6,16,K)
(6,17,K)
(6,18,B)
(6,19,B)
(6,20,B)
(6,21,B)
(6,22,K)
(6,23,B)
(6,24,B)
(6,25,B)
(6,26,B)
(6,27,B)
(6,28,K)
(6,29,B)
(6,30,B)
(6,31,B)
(6,32,K)
(6,33,B)
(6,34,B)
(6,35,B)
(6,36,B)
(6,37,B)
(6,38,K)
(6,39,K)
(6,40,K)
(6,41,K)
(6,42,B)
(6,43,B)
(6,44,B)
(6,45,K)
(6,46,B)
(6,47,B)
(6,48,K)
(6,49,B)
(7,0,K)
(7,1,B)
(7,2,K)
(7,3,B)
(7,4,K)
(7,5,B)
(7,6,B)
(7,7,B)
(7,8,B)
(7,9,K)
(7,10,B)
(7,11,B)
(7,12,K)
(7,13,B)
(7,14,B)
(7,15,B)
(7,16,B)
(7,17,B)
(7,18,B)
(7,19,B)
(7,20,B)
(7,21,B)
(7,22,K)
(7,23,B)
(7,24,K)
(7,25,K)
(7,26,B)
(7,27,B)
(7,28,B)
(7,29,K)
(7,30,B)
(7,31,B)
(7,32,K)
(7,33,B)
(7,34,K)
(7,35,B)
(7,36,K)
(7,37,B)
(7,38,B)
(7,39,B)
(7,40,B)
(7,41,B)
(7,42,K)
(7,43,B)
(7,44,K)
(7,45,B)
(7,46,B)
(7,47,B)
(7,48,K)
(7,49,K)
(8,0,K)
(8,1,B)
(8,2,K)
(8,3,K)
(8,4,B)
(8,5,B)
(8,6,B)
(8,7,B)
(8,8,B)
(8,9,B)
(8,10,B)
(8,11,K)
(8,12,B)
(8,13,K)
(8,14,B)
(8,15,B)
(8,16,B)
(8,17,K)
(8,18,B)
(8,19,B)
(8,20,K)
(8,21,K)
(8,22,B)
(8,23,K)
(8,24,B)
(8,25,B)
(8,26,B)
(8,27,K)
(8,28,K)
(8,29,B)
(8,30,B)
(8,31,K)
(8,32,B)
(8,33,B)
(8,34,B)
(8,35,B)
(8,36,K)
(8,37,B)
(8,38,K)
(8,39,B)
(8,40,B)
(8,41,B)
(8,42,K)
(8,43,K)
(8,44,K)
(8,45,B)
(8,46,B)
(8,47,K)
(8,48,K)
(8,49,B)
(9,0,B)
(9,1,K)
(9,2,B)
(9,3,K)
(9,4,B)
(9,5,K)
(9,6,B)
(9,7,K)
(9,8,B)
(9,9,B)
(9,10,B)
(9,11,K)
(9,12,K)
(9,13,B)
(9,14,K)
(9,15,B)
(9,16,K)
(9,17,B)
(9,18,B)
(9,19,B)
(9,20,B)
(9,21,B)
(9,22,K)
(9,23,B)
(9,24,B)
(9,25,B)
(9,26,B)
(9,27,K)
(9,28,K)
(9,29,K)
(9,30,B)
(9,31,K)
(9,32,B)
(9,33,K)
(9,34,B)
(9,35,B)
(9,36,K)
(9,37,K)
(9,38,B)
(9,39,B)
(9,40,B)
(9,41,B)
(9,42,B)
(9,43,K)
(9,44,B)
(9,45,K)
(9,46,B)
(9,47,B)
(9,48,B)
(9,49,B)
(10,0,K)
(10,1,B)
(10,2,K)
(10,3,B)
(10,4,B)
(10,5,K)
(10,6,B)
(10,7,B)
(10,8,B)
(10,9,B)
(10,10,B)
(10,11,B)
(10,12,B)
(10,13,K)
(10,14,B)
(10,15,K)
(10,16,K)
(10,17,B)
(10,18,B)
(10,19,K)
(10,20,B)
(10,21,B)
(10,22,B)
(10,23,K)
(10,24,B)
(10,25,B)
(10,26,K)
(10,27,B)
(10,28,B)
(10,29,B)
(10,30,B)
(10,31,B)
(10,32,K)
(10,33,K)
(10,34,B)
(10,35,B)
(10,36,B)
(10,37,B)
(10,38,B)
(10,39,B)
(10,40,B)
(10,41,B)
(10,42,B)
(10,43,B)
(10,44,K)
(10,45,K)
(10,46,K)
(10,47,K)
(10,48,B)
(10,49,B)
(11,0,K)
(11,1,B)
(11,2,B)
(11,3,B)
(11,4,B)
(11,5,K)
(11,6,B)
(11,7,B)
(11,8,B)
(11,9,B)
(11,10,K)
(11,11,K)
(11,12,K)
(11,13,B)
(11,14,B)
(11,15,K)
(11,16,B)
(11,17,B)
(11,18,B)
(11,19,B)
(11,20,B)
(11,21,K)
(11,22,K)
(11,23,B)
(11,24,K)
(11,25,B)
(11,26,B)
(11,27,B)
(11,28,B)
(11,29,B)
(11,30,B)
(11,31,B)
(11,32,K)
(11,33,B)
(11,34,B)
(11,35,K)
(11,36,K)
(11,37,B)
(11,38,K)
(11,39,K)
(11,40,K)
(11,41,B)
(11,42,B)
(11,43,B)
(11,44,B)
(11,45,B)
(11,46,B)
(11,47,B)
(11,48,B)
(11,49,K)
(12,0,B)
(12,1,B)
(12,2,B)
(12,3,B)
(12,4,B)
(12,5,B)
(12,6,K)
(12,7,B)
(12,8,B)
(12,9,K)
(12,10,B)
(12,11,B)
(12,12,B)
(12,13,B)
(12,14,B)
(12,15,B)
(12,16,K)
(12,17,K)
(12,18,B)
(12,19,K)
(12,20,B)
(12,21,B)
(12,22,K)
(12,23,B)
(12,24,B)
(12,25,B)
(12,26,B)
(12,27,B)
(12,28,K)
(12,29,K)
(12,30,B)
(12,31,B)
(12,32,B)
(12,33,B)
(12,34,B)
(12,35,K)
(12,36,B)
(12,37,B)
(12,38,B)
(12,39,B)
(12,40,B)
(12,41,B)
(12,42,B)
(12,43,K)
(12,44,B)
(12,45,B)
(12,46,K)
(12,47,B)
(12,48,K)
(12,49,B)
(13,0,B)
(13,1,B)
(13,2,B)
(13,3,B)
(13,4,B)
(13,5,B)
(13,6,B)
(13,7,K)
(13,8,B)
(13,9,B)
(13,10,K)
(13,11,B)
(13,12,B)
(13,13,K)
(13,14,K)
(13,15,B)
(13,16,B)
(13,17,B)
(13,18,K)
(13,19,B)
(13,20,B)
(13,21,B)
(13,22,B)
(13,23,B)
(13,24,B)
(13,25,B)
(13,26,K)
(13,27,K)
(13,28,K)
(13,29,K)
(13,30,K)
(13,31,B)
(13,32,B)
(13,33,B)
(13,34,B)
(13,35,B)
(13,36,K)
(13,37,B)
(13,38,B)
(13,39,B)
(13,40,B)
(13,41,K)
(13,42,K)
(13,43,K)
(13,44,K)
(13,45,B)
(13,46,B)
(13,47,B)
(13,48,B)
(13,49,B)
(14,0,B)
(14,1,K)
(14,2,K)
(14,3,B)
(14,4,B)
(14,5,B)
(14,6,K)
(14,7,B)
(14,8,K)
(14,9,K)
(14,10,B)
(14,11,B)
(14,12,K)
(14,13,K)
(14,14,K)
(14,15,K)
(14,16,K)
(14,17,K)
(14,18,K)
(14,19,B)
(14,20,B)
(14,21,B)
(14,22,K)
(14,23,B)
(14,24,B)
(14,25,B)
(14,26,B)
(14,27,B)
(14,28,B)
(14,29,K)
(14,30,B)
(14,31,B)
(14,32,B)
(14,33,B)
(14,34,B)
(14,35,B)
(14,36,B)
(14,37,B)
(14,38,K)
(14,39,K)
(14,40,B)
(14,41,K)
(14,42,B)
(14,43,K)
(14,44,B)
(14,45,K)
(14,46,B)
(14,47,K)
(14,48,K)
(14,49,B)
(15,0,B)
(15,1,B)
(15,2,K)
(15,3,B)
(15,4,B)
(15,5,B)
(15,6,B)
(15,7,B)
(15,8,B)
(15,9,B)
(15,10,K)
(15,11,B)
(15,12,B)
(15,13,B)
(15,14,K)
(15,15,B)
(15,16,K)
(15,17,K)
(15,18,K)
(15,19,B)
(15,20,B)
(15,21,B)
(15,22,B)
(15,23,B)
(15,24,K)
(15,25,B)
(15,26,B)
(15,27,B)
(15,28,B)
(15,29,B)
(15,30,K)
(15,31,B)
(15,32,B)
(15,33,B)
(15,34,B)
(15,35,B)
(15,36,K)
(15,37,B)
(15,38,B)
(15,39,B)
(15,40,K)
(15,41,B)
(15,42,B)
(15,43,B)
(15,44,B)
(15,45,B)
(15,46,B)
(15,47,B)
(15,48,B)
(15,49,B)
(16,0,B)
(16,1,K)
(16,2,B)
(16,3,B)
(16,4,K)
(16,5,K)
(16,6,B)
(16,7,B)
(16,8,B)
(16,9,B)
(16,10,B)
(16,11,B)
(16,12,B)
(16,13,B)
(16,14,K)
(16,15,B)
(16,16,B)
(16,17,B)
(16,18,B)
(16,19,K)
(16,20,B)
(16,21,B)
(16,22,B)
(16,23,K)
(16,24,B)
(16,25,B)
(16,26,B)
(16,27,K)
(16,28,B)
(16,29,B)
(16,30,B)
(16,31,K)
(16,32,B)
(16,33,K)
(16,34,B)
(16,35,B)
(16,36,K)
(16,37,B)
(16,38,B)
(16,39,B)
(16,40,K)
(16,41,B)
(16,42,B)
(16,43,B)
(16,44,B)
(16,45,B)
(16,46,B)
(16,47,B)
(16,48,B)
(16,49,B)
(17,0,K)
(17,1,B)
(17,2,K)
(17,3,B)
(17,4,B)
(17,5,B)
(17,6,B)
(17,7,B)
(17,8,B)
(17,9,B)
(17,10,B)
(17,11,B)
(17,12,B)
(17,13,K)
(17,14,B)
(17,15,K)
(17,16,K)
(17,17,B)
(17,18,K)
(17,19,B)
(17,20,K)
(17,21,B)
(17,22,K)
(17,23,B)
(17,24,B)
(17,25,B)
(17,26,B)
(17,27,B)
(17,28,B)
(17,29,B)
(17,30,B)
(17,31,K)
(17,32,K)
(17,33,B)
(17,34,B)
(17,35,K)
(17,36,B)
(17,37,B)
(17,38,B)
(17,39,B)
(17,40,B)
(17,41,B)
(17,42,B)
(17,43,B)
(17,44,B)
(17,45,B)
(17,46,B)
(17,47,B)
(17,48,K)
(17,49,K)
(18,0,B)
(18,1,K)
(18,2,B)
(18,3,K)
(18,4,B)
(18,5,B)
(18,6,K)
(18,7,B)
(18,8,B)
(18,9,K)
(18,10,B)
(18,11,K)
(18,12,B)
(18,13,K)
(18,14,K)
(18,15,B)
(18,16,B)
(18,17,B)
(18,18,B)
(18,19,K)
(18,20,B)
(18,21,K)
(18,22,B)
(18,23,B)
(18,24,B)
(18,25,B)
(18,26,B)
(18,27,B)
(18,28,B)
(18,29,B)
(18,30,B)
(18,31,B)
(18,32,K)
(18,33,B)
(18,34,B)
(18,35,B)
(18,36,K)
(18,37,B)
(18,38,B)
(18,39,B)
(18,40,B)
(18,41,K)
(18,42,B)
(18,43,B)
(18,44,B)
(18,45,B)
(18,46,K)
(18,47,K)
(18,48,B)
(18,49,K)
(19,0,B)
(19,1,B)
(19,2,B)
(19,3,B)
(19,4,B)
(19,5,B)
(19,6,B)
(19,7,B)
(19,8,K)
(19,9,B)
(19,10,B)
(19,11,K)
(19,12,K)
(19,13,K)
(19,14,B)
(19,15,B)
(19,16,K)
(19,17,K)
(19,18,B)
(19,19,B)
(19,20,B)
(19,21,B)
(19,22,K)
(19,23,B)
(19,24,B)
(19,25,B)
(19,26,K)
(19,27,B)
(19,28,B)
(19,29,K)
(19,30,K)
(19,31,B)
(19,32,K)
(19,33,K)
(19,34,K)
(19,35,B)
(19,36,K)
(19,37,B)
(19,38,B)
(19,39,B)
(19,40,K)
(19,41,K)
(19,42,B)
(19,43,B)
(19,44,B)
(19,45,B)
(19,46,K)
(19,47,K)
(19,48,B)
(19,49,B)
(20,0,K)
(20,1,B)
(20,2,B)
(20,3,B)
(20,4,B)
(20,5,B)
(20,6,B)
(20,7,B)
(20,8,B)
(20,9,B)
(20,10,B)
(20,11,K)
(20,12,B)
(20,13,K)
(20,14,B)
(20,15,B)
(20,16,B)
(20,17,K)
(20,18,B)
(20,19,K)
(20,20,B)
(20,21,B)
(20,22,B)
(20,23,B)
(20,24,B)
(20,25,B)
(20,26,K)
(20,27,K)
(20,28,B)
(20,29,B)
(20,30,K)
(20,31,B)
(20,32,B)
(20,33,K)
(20,34,B)
(20,35,B)
(20,36,K)
(20,37,B)
(20,38,B)
(20,39,B)
(20,40,B)
(20,41,B)
(20,42,K)
(20,43,K)
(20,44,B)
(20,45,B)
(20,46,B)
(20,47,K)
(20,48,B)
(20,49,B)
(21,0,B)
(21,1,B)
(21,2,B)
(21,3,B)
(21,4,B)
(21,5,B)
(21,6,B)
(21,7,B)
(21,8,B)
(21,9,B)
(21,10,B)
(21,11,K)
(21,12,B)
(21,13,B)
(21,14,B)
(21,15,K)
(21,16,K)
(21,17,K)
(21,18,B)
(21,19,K)
(21,20,B)
(21,21,K)
(21,22,B)
(21,23,B)
(21,24,B)
(21,25,B)
(21,26,K)
(21,27,K)
(21,28,K)
(21,29,B)
(21,30,K)
(21,31,K)
(21,32,B)
(21,33,B)
(21,34,K)
(21,35,B)
(21,36,B)
(21,37,K)
(21,38,B)
(21,39,K)
(21,40,B)
(21,41,B)
(21,42,B)
(21,43,B)
(21,44,B)
(21,45,B)
(21,46,K)
(21,47,K)
(21,48,K)
(21,49,K)
(22,0,B)
(22,1,B)
(22,2,B)
(22,3,B)
(22,4,B)
(22,5,B)
(22,6,B)
(22,7,B)
(22,8,B)
(22,9,B)
(22,10,B)
(22,11,B)
(22,12,B)
(22,13,B)
(22,14,K)
(22,15,B)
(22,16,K)
(22,17,B)
(22,18,B)
(22,19,B)
(22,20,B)
(22,21,B)
(22,22,B)
(22,23,K)
(22,24,B)
(22,25,B)
(22,26,B)
(22,27,K)
(22,28,B)
(22,29,B)
(22,30,B)
(22,31,B)
(22,32,B)
(22,33,B)
(22,34,K)
(22,35,B)
(22,36,B)
(22,37,B)
(22,38,B)
(22,39,B)
(22,40,K)
(22,41,B)
(22,42,B)
(22,43,B)
(22,44,K)
(22,45,B)
(22,46,K)
(22,47,K)
(22,48,B)
(22,49,B)
(23,0,B)
(23,1,B)
(23,2,B)
(23,3,B)
(23,4,B)
(23,5,K)
(23,6,B)
(23,7,B)
(23,8,B)
(23,9,B)
(23,10,B)
(23,11,B)
(23,12,B)
(23,13,B)
(23,14,B)
(23,15,B)
(23,16,B)
(23,17,B)
(23,18,K)
(23,19,B)
(23,20,B)
(23,21,K)
(23,22,B)
(23,23,B)
(23,24,K)
(23,25,B)
(23,26,B)
(23,27,B)
(23,28,K)
(23,29,B)
(23,30,B)
(23,31,B)
(23,32,K)
(23,33,K)
(23,34,B)
(23,35,B)
(23,36,B)
(23,37,B)
(23,38,K)
(23,39,B)
(23,40,B)
(23,41,B)
(23,42,B)
(23,43,B)
(23,44,B)
(23,45,B)
(23,46,B)
(23,47,B)
(23,48,B)
(23,49,B)
(24,0,B)
(24,1,B)
(24,2,B)
(24,3,B)
(24,4,B)
(24,5,K)
(24,6,B)
(24,7,B)
(24,8,B)
(24,9,B)
(24,10,B)
(24,11,K)
(24,12,B)
(24,13,B)
(24,14,K)
(24,15,B)
(24,16,B)
(24,17,B)
(24,18,K)
(24,19,B)
(24,20,B)
(24,21,B)
(24,22,B)
(24,23,B)
(24,24,B)
(24,25,B)
(24,26,B)
(24,27,B)
(24,28,B)
(24,29,B)
(24,30,B)
(24,31,K)
(24,32,B)
(24,33,B)
(24,34,B)
(24,35,K)
(24,36,B)
(24,37,B)
(24,38,B)
(24,39,B)
(24,40,B)
(24,41,K)
(24,42,B)
(24,43,K)
(24,44,B)
(24,45,K)
(24,46,B)
(24,47,K)
(24,48,B)
(24,49,K)
(25,0,B)
(25,1,B)
(25,2,B)
(25,3,B)
(25,4,K)
(25,5,B)
(25,6,K)
(25,7,B)
(25,8,B)
(25,9,K)
(25,10,B)
(25,11,B)
(25,12,B)
(25,13,K)
(25,14,B)
(25,15,K)
(25,16,B)
(25,17,K)
(25,18,B)
(25,19,B)
(25,20,B)
(25,21,B)
(25,22,B)
(25,23,K)
(25,24,K)
(25,25,B)
(25,26,B)
(25,27,B)
(25,28,B)
(25,29,B)
(25,30,B)
(25,31,B)
(25,32,B)
(25,33,K)
(25,34,K)
(25,35,B)
(25,36,K)
(25,37,B)
(25,38,B)
(25,39,B)
(25,40,B)
(25,41,B)
(25,42,K)
(25,43,B)
(25,44,B)
(25,45,K)
(25,46,B)
(25,47,B)
(25,48,B)
(25,49,B)
(26,0,B)
(26,1,K)
(26,2,B)
(26,3,B)
(26,4,B)
(26,5,B)
(26,6,K)
(26,7,B)
(26,8,B)
(26,9,B)
(26,10,B)
(26,11,B)
(26,12,B)
(26,13,B)
(26,14,K)
(26,15,B)
(26,16,B)
(26,17,B)
(26,18,B)
(26,19,B)
(26,20,B)
(26,21,K)
(26,22,B)
(26,23,K)
(26,24,B)
(26,25,K)
(26,26,B)
(26,27,B)
(26,28,B)
(26,29,B)
(26,30,B)
(26,31,B)
(26,32,B)
(26,33,B)
(26,34,B)
(26,35,K)
(26,36,B)
(26,37,K)
(26,38,B)
(26,39,B)
(26,40,B)
(26,41,K)
(26,42,B)
(26,43,B)
(26,44,B)
(26,45,K)
(26,46,B)
(26,47,B)
(26,48,K)
(26,49,B)
(27,0,B)
(27,1,K)
(27,2,B)
(27,3,B)
(27,4,K)
(27,5,K)
(27,6,B)
(27,7,B)
(27,8,B)
(27,9,B)
(27,10,B)
(27,11,B)
(27,12,B)
(27,13,B)
(27,14,B)
(27,15,B)
(27,16,B)
(27,17,B)
(27,18,K)
(27,19,K)
(27,20,B)
(27,21,K)
(27,22,K)
(27,23,B)
(27,24,B)
(27,25,B)
(27,26,K)
(27,27,B)
(27,28,K)
(27,29,K)
(27,30,B)
(27,31,K)
(27,32,B)
(27,33,B)
(27,34,B)
(27,35,B)
(27,36,B)
(27,37,B)
(27,38,K)
(27,39,B)
(27,40,B)
(27,41,K)
(27,42,B)
(27,43,B)
(27,44,B)
(27,45,K)
(27,46,B)
(27,47,B)
(27,48,B)
(27,49,K)
(28,0,B)
(28,1,K)
(28,2,B)
(28,3,B)
(28,4,K)
(28,5,B)
(28,6,B)
(28,7,K)
(28,8,B)
(28,9,B)
(28,10,B)
(28,11,B)
(28,12,B)
(28,13,K)
(28,14,B)
(28,15,B)
(28,16,K)
(28,17,B)
(28,18,B)
(28,19,B)
(28,20,K)
(28,21,B)
(28,22,B)
(28,23,B)
(28,24,B)
(28,25,B)
(28,26,B)
(28,27,B)
(28,28,B)
(28,29,K)
(28,30,B)
(28,31,B)
(28,32,B)
(28,33,B)
(28,34,B)
(28,35,B)
(28,36,B)
(28,37,B)
(28,38,B)
(28,39,B)
(28,40,B)
(28,41,B)
(28,42,B)
(28,43,B)
(28,44,B)
(28,45,B)
(28,46,K)
(28,47,B)
(28,48,K)
(28,49,B)
(29,0,K)
(29,1,B)
(29,2,B)
(29,3,B)
(29,4,K)
(29,5,B)
(29,6,B)
(29,7,B)
(29,8,B)
(29,9,K)
(29,10,K)
(29,11,B)
(29,12,K)
(29,13,B)
(29,14,K)
(29,15,B)
(29,16,B)
(29,17,K)
(29,18,B)
(29,19,B)
(29,20,B)
(29,21,K)
(29,22,B)
(29,23,B)
(29,24,K)
(29,25,K)
(29,26,K)
(29,27,K)
(29,28,B)
(29,29,K)
(29,30,B)
(29,31,B)
(29,32,B)
(29,33,K)
(29,34,B)
(29,35,B)
(29,36,B)
(29,37,B)
(29,38,B)
(29,39,K)
(29,40,B)
(29,41,B)
(29,42,B)
(29,43,K)
(29,44,B)
(29,45,B)
(29,46,K)
(29,47,B)
(29,48,B)
(29,49,B)
(30,0,B)
(30,1,B)
(30,2,B)
(30,3,K)
(30,4,B)
(30,5,K)
(30,6,B)
(30,7,B)
(30,8,K)
(30,9,B)
(30,10,B)
(30,11,B)
(30,12,K)
(30,13,B)
(30,14,B)
(30,15,B)
(30,16,B)
(30,17,B)
(30,18,B)
(30,19,B)
(30,20,B)
(30,21,B)
(30,22,B)
(30,23,B)
(30,24,K)
(30,25,B)
(30,26,K)
(30,27,B)
(30,28,K)
(30,29,B)
(30,30,B)
(30,31,B)
(30,32,K)
(30,33,B)
(30,34,B)
(30,35,K)
(30,36,B)
(30,37,K)
(30,38,B)
(30,39,B)
(30,40,B)
(30,41,K)
(30,42,B)
(30,43,B)
(30,44,K)
(30,45,B)
(30,46,K)
(30,47,B)
(30,48,K)
(30,49,B)
(31,0,B)
(31,1,B)
(31,2,K)
(31,3,B)
(31,4,B)
(31,5,B)
(31,6,B)
(31,7,B)
(31,8,B)
(31,9,K)
(31,10,B)
(31,11,B)
(31,12,K)
(31,13,B)
(31,14,K)
(31,15,K)
(31,16,B)
(31,17,K)
(31,18,B)
(31,19,K)
(31,20,B)
(31,21,B)
(31,22,B)
(31,23,B)
(31,24,B)
(31,25,B)
(31,26,K)
(31,27,K)
(31,28,B)
(31,29,B)
(31,30,K)
(31,31,B)
(31,32,B)
(31,33,K)
(31,34,K)
(31,35,B)
(31,36,B)
(31,37,B)
(31,38,B)
(31,39,K)
(31,40,K)
(31,41,B)
(31,42,B)
(31,43,B)
(31,44,K)
(31,45,B)
(31,46,B)
(31,47,B)
(31,48,B)
(31,49,B)
(32,0,B)
(32,1,K)
(32,2,K)
(32,3,B)
(32,4,K)
(32,5,K)
(32,6,B)
(32,7,B)
(32,8,B)
(32,9,K)
(32,10,K)
(32,11,B)
(32,12,B)
(32,13,B)
(32,14,B)
(32,15,B)
(32,16,B)
(32,17,B)
(32,18,K)
(32,19,K)
(32,20,B)
(32,21,B)
(32,22,K)
(32,23,B)
(32,24,K)
(32,25,K)
(32,26,B)
(32,27,B)
(32,28,B)
(32,29,B)
(32,30,K)
(32,31,B)
(32,32,K)
(32,33,K)
(32,34,B)
(32,35,B)
(32,36,B)
(32,37,B)
(32,38,B)
(32,39,B)
(32,40,K)
(32,41,K)
(32,42,K)
(32,43,B)
(32,44,K)
(32,45,K)
(32,46,K)
(32,47,B)
(32,48,B)
(32,49,B)
(33,0,B)
(33,1,B)
(33,2,B)
(33,3,K)
(33,4,B)
(33,5,B)
(33,6,K)
(33,7,B)
(33,8,B)
(33,9,K)
(33,10,K)
(33,11,B)
(33,12,K)
(33,13,K)
(33,14,B)
(33,15,B)
(33,16,B)
(33,17,B)
(33,18,B)
(33,19,K)
(33,20,B)
(33,21,B)
(33,22,B)
(33,23,B)
(33,24,B)
(33,25,B)
(33,26,K)
(33,27,B)
(33,28,B)
(33,29,B)
(33,30,B)
(33,31,B)
(33,32,B)
(33,33,B)
(33,34,B)
(33,35,B)
(33,36,K)
(33,37,B)
(33,38,B)
(33,39,K)
(33,40,B)
(33,41,K)
(33,42,B)
(33,43,B)
(33,44,B)
(33,45,B)
(33,46,B)
(33,47,B)
(33,48,B)
(33,49,B)
(34,0,B)
(34,1,B)
(34,2,B)
(34,3,B)
(34,4,B)
(34,5,B)
(34,6,K)
(34,7,K)
(34,8,B)
(34,9,B)
(34,10,K)
(34,11,K)
(34,12,B)
(34,13,B)
(34,14,B)
(34,15,B)
(34,16,K)
(34,17,B)
(34,18,K)
(34,19,B)
(34,20,B)
(34,21,K)
(34,22,B)
(34,23,B)
(34,24,K)
(34,25,B)
(34,26,B)
(34,27,B)
(34,28,B)
(34,29,B)
(34,30,B)
(34,31,B)
(34,32,B)
(34,33,K)
(34,34,B)
(34,35,K)
(34,36,K)
(34,37,K)
(34,38,K)
(34,39,B)
(34,40,K)
(34,41,B)
(34,42,B)
(34,43,B)
(34,44,B)
(34,45,B)
(34,46,B)
(34,47,K)
(34,48,B)
(34,49,K)
